domain
www.bbc.co.uk
www.bbc.com
www.nytimes.com
www.theguardian.com
www.dailymail.co.uk
www.foxnews.com
www.theatlantic.com
www.independent.co.uk
arstechnica.com
www.latimes.com
www.telegraph.co.uk
www.nationalgeographic.com
www.economist.com
www.vox.com
www.nbcnews.com
www.cbc.ca
www.abc.net.au
www.popsci.com
www.washingtonpost.com
nymag.com
smithsonianmag.com
www.mirror.co.uk
www.express.co.uk
